epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,17858.3,0.88691,0.52323,1.16612,0.95555,0.95928,0.97318,0.84432,0.51204,0.35993,0.93718,0.000742625,0.000742625,0.000742625
43,18304,0.93458,0.53688,1.19473,0.95501,0.97871,0.98622,0.89168,0.41567,0.30044,0.90195,0.00073025,0.00073025,0.00073025
44,18697.2,0.89591,0.52936,1.17919,0.92342,0.96414,0.94858,0.85077,0.45573,0.33297,0.92299,0.000717875,0.000717875,0.000717875
45,19093.6,0.99423,0.56868,1.25901,0.98127,0.93186,0.98147,0.82067,0.63603,0.38608,0.96903,0.0007055,0.0007055,0.0007055
46,19492.4,0.9409,0.54636,1.19876,0.91848,0.97758,0.9758,0.87572,0.4483,0.33866,0.90773,0.000693125,0.000693125,0.000693125
47,19905,0.86471,0.50652,1.14717,0.93905,0.94907,0.97937,0.86459,0.47078,0.32484,0.9185,0.00068075,0.00068075,0.00068075
48,20318.1,0.8939,0.50656,1.14896,0.96206,0.96481,0.98445,0.86027,0.51429,0.37057,0.93611,0.000668375,0.000668375,0.000668375
49,20726.1,0.8759,0.53166,1.17547,0.96874,0.97181,0.98863,0.87803,0.45644,0.28758,0.91534,0.000656,0.000656,0.000656
50,21127.5,0.91954,0.54833,1.17243,0.98022,0.94954,0.97468,0.86592,0.40221,0.2991,0.89999,0.000643625,0.000643625,0.000643625
51,21529.2,0.85962,0.50014,1.14306,0.97651,0.93545,0.97743,0.87402,0.4635,0.318,0.91625,0.00063125,0.00063125,0.00063125
52,21929.8,0.84034,0.50268,1.13767,0.97754,0.97821,0.98884,0.88582,0.43574,0.30199,0.90848,0.000618875,0.000618875,0.000618875
53,22323.3,0.90273,0.51687,1.19762,0.95944,0.97544,0.98613,0.86156,0.45615,0.2888,0.8953,0.0006065,0.0006065,0.0006065
54,22719.5,0.8581,0.50266,1.16359,0.95746,0.98348,0.98943,0.89451,0.44312,0.30036,0.88778,0.000594125,0.000594125,0.000594125
55,23114.9,0.84176,0.48574,1.15187,0.96035,0.97927,0.9791,0.89551,0.38909,0.30433,0.87488,0.00058175,0.00058175,0.00058175
