epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,22583.9,0.55724,0.35611,0.97328,0.98382,0.9838,0.98639,0.89736,0.44072,0.26311,0.86152,0.000198125,0.000198125,0.000198125
172,22720.4,0.5235,0.33148,0.94498,0.98349,0.9838,0.98402,0.90161,0.416,0.25525,0.8429,0.000191938,0.000191938,0.000191938
173,22856.9,0.54222,0.33667,0.95857,0.9827,0.9838,0.98376,0.89795,0.42067,0.25617,0.8473,0.00018575,0.00018575,0.00018575
174,22994.3,0.52167,0.33171,0.94293,0.98393,0.9838,0.98649,0.90443,0.43302,0.25974,0.85341,0.000179563,0.000179563,0.000179563
175,23131,0.51773,0.32605,0.94717,0.98496,0.9838,0.98626,0.89487,0.43859,0.26687,0.85488,0.000173375,0.000173375,0.000173375
176,23268.4,0.53041,0.33294,0.95806,0.98466,0.98267,0.98668,0.88561,0.46439,0.26094,0.86889,0.000167188,0.000167188,0.000167188
177,23404.1,0.5036,0.3224,0.94154,0.98712,0.95682,0.988,0.90236,0.41984,0.26315,0.85381,0.000161,0.000161,0.000161
178,23540.3,0.53001,0.33237,0.95644,0.98623,0.97734,0.98675,0.90389,0.42697,0.2621,0.85459,0.000154812,0.000154812,0.000154812
179,23676.4,0.51671,0.3319,0.9537,0.9855,0.98152,0.98498,0.89971,0.44163,0.26703,0.86201,0.000148625,0.000148625,0.000148625
180,23812.8,0.4976,0.31655,0.94494,0.98388,0.9838,0.98497,0.89534,0.4332,0.2562,0.85932,0.000142437,0.000142437,0.000142437
181,23948.8,0.50718,0.31837,0.93789,0.98447,0.9838,0.98519,0.89484,0.4324,0.25871,0.85694,0.00013625,0.00013625,0.00013625
182,24085.9,0.5018,0.32397,0.94199,0.98374,0.9838,0.98737,0.90468,0.41998,0.25746,0.85351,0.000130062,0.000130062,0.000130062
183,24222.9,0.50349,0.31856,0.934,0.9829,0.9838,0.98456,0.8928,0.42988,0.26033,0.85816,0.000123875,0.000123875,0.000123875
184,24359.7,0.5047,0.32768,0.93952,0.9825,0.9838,0.98655,0.89382,0.43479,0.25873,0.85863,0.000117687,0.000117687,0.000117687
185,24496.7,0.50221,0.322,0.93681,0.9844,0.9838,0.98876,0.90003,0.42868,0.25685,0.85469,0.0001115,0.0001115,0.0001115
186,24634.8,0.50476,0.32917,0.94464,0.98529,0.9838,0.98899,0.90273,0.43251,0.25614,0.85874,0.000105312,0.000105312,0.000105312
187,24774.1,0.51025,0.32276,0.94416,0.98444,0.98502,0.98816,0.89717,0.42949,0.25455,0.8578,9.9125e-05,9.9125e-05,9.9125e-05
188,24913.6,0.5153,0.33503,0.95468,0.98263,0.98367,0.98638,0.88706,0.43862,0.25638,0.86539,9.29375e-05,9.29375e-05,9.29375e-05
189,25031.3,0.49139,0.32228,0.92871,0.98251,0.9838,0.98855,0.89706,0.4291,0.25111,0.85833,8.675e-05,8.675e-05,8.675e-05
190,25169.1,0.51104,0.31908,0.94805,0.9827,0.9838,0.98831,0.89011,0.42782,0.2497,0.85795,8.05625e-05,8.05625e-05,8.05625e-05
191,25365.5,0.44878,0.24586,0.92464,0.98239,0.9838,0.98699,0.88254,0.43823,0.25215,0.86492,7.4375e-05,7.4375e-05,7.4375e-05
192,25481.9,0.45695,0.24813,0.92788,0.98133,0.98356,0.98512,0.88155,0.44308,0.25752,0.86565,6.81875e-05,6.81875e-05,6.81875e-05
193,25636.2,0.41017,0.23006,0.87785,0.98096,0.9833,0.9863,0.88011,0.4402,0.2619,0.8636,6.2e-05,6.2e-05,6.2e-05
194,25812.8,0.40664,0.22452,0.8938,0.98095,0.98345,0.98909,0.88556,0.44388,0.25795,0.86683,5.58125e-05,5.58125e-05,5.58125e-05
195,25944,0.40555,0.22616,0.89699,0.98095,0.98343,0.98922,0.88665,0.43115,0.25533,0.86093,4.9625e-05,4.9625e-05,4.9625e-05
196,26076.1,0.40307,0.2252,0.8825,0.98189,0.9838,0.98859,0.89044,0.42944,0.2562,0.8585,4.34375e-05,4.34375e-05,4.34375e-05
197,26206.4,0.40954,0.2272,0.89379,0.98211,0.9838,0.98783,0.89151,0.43575,0.25452,0.85996,3.725e-05,3.725e-05,3.725e-05
198,26345.2,0.41192,0.22893,0.89822,0.98235,0.9838,0.98731,0.88841,0.43298,0.25362,0.85879,3.10625e-05,3.10625e-05,3.10625e-05
199,26532.3,0.4029,0.22445,0.89353,0.98229,0.9838,0.98646,0.89438,0.43053,0.25397,0.85802,2.4875e-05,2.4875e-05,2.4875e-05
200,26728.8,0.40684,0.22664,0.88335,0.98211,0.9838,0.98647,0.89412,0.42997,0.25462,0.85825,1.86875e-05,1.86875e-05,1.86875e-05
